Feature Group,Model,Train Accuracy,Train Precision,Train Recall,Train F1-Score,Test Accuracy,Test Precision,Test Recall,Test F1-Score,Selected Features,Sumber,Jumlah Fitur
rgb_HSV_R/Gratio_G/Bratio,AdaBoost DT,0.6931162963914826,0.6972216031403761,0.6931162963914826,0.6918939834217034,0.6231561302681992,0.6279704347981206,0.6231561302681992,0.6210594945806717,"r, g, b, R/Gratio, G/Bratio, H, S, V",Gabungan Fitur,8
CLab_G/Bratio,AdaBoost DT,0.6771560914551149,0.6824617191428933,0.6771560914551149,0.6757641537844413,0.6231369731800765,0.6299618173130997,0.6231369731800765,0.6212819260474868,"G/Bratio, cL, ca, cb",Gabungan Fitur,4
HSV_G/Bratio,AdaBoost DT,0.6928071189925469,0.69561826313191,0.6928071189925469,0.6922061410041734,0.6224473180076628,0.6246940932166101,0.6224473180076628,0.6192560393699278,"G/Bratio, H, S, V",Gabungan Fitur,4
R/Gratio,AdaBoost DT,0.6588022454477094,0.6785153061670786,0.6588022454477094,0.6609592429673008,0.6217528735632184,0.6460014670532526,0.6217528735632184,0.6233109634164657,R/Gratio,Gabungan Fitur,1
rgb_CLab_G/Bratio,AdaBoost DT,0.6934251168413338,0.7023615199831041,0.6934251168413338,0.6940781671762198,0.6210680076628353,0.6297859773945459,0.6210680076628353,0.6221209501215835,"r, g, b, G/Bratio, cL, ca, cb",Gabungan Fitur,7
RGB_CLab_R/Gratio_G/Bratio,AdaBoost DT,0.6843215468745538,0.6926459488817698,0.6843215468745538,0.6833202084570544,0.6197270114942529,0.6321978307087737,0.6197270114942529,0.6171748281513926,"R, G, B, R/Gratio, G/Bratio, cL, ca, cb",Gabungan Fitur,8
rgb_CLab_R/Gratio_G/Bratio,AdaBoost DT,0.6843215468745538,0.6926459488817698,0.6843215468745538,0.6833202084570544,0.6197270114942529,0.6321978307087737,0.6197270114942529,0.6171748281513926,"r, g, b, R/Gratio, G/Bratio, cL, ca, cb",Gabungan Fitur,8
RGB_rgb_HSV_R/Gratio_G/Bratio,AdaBoost DT,0.6924223873706655,0.6969013696422879,0.6924223873706655,0.6907397509240213,0.619683908045977,0.6234483458794892,0.619683908045977,0.6171572127718182,"R, G, B, r, g, b, R/Gratio, G/Bratio, H, S, V",Gabungan Fitur,11
RGB_CLab_G/Bratio,AdaBoost DT,0.6934251168413338,0.7023615199831041,0.6934251168413338,0.6940781671762198,0.6196791187739464,0.628444835537536,0.6196791187739464,0.6207183510562223,"R, G, B, G/Bratio, cL, ca, cb",Gabungan Fitur,7
RGB_G/Bratio,AdaBoost DT,0.6643518518518519,0.6703675065123567,0.6643518518518519,0.6631559610099972,0.6190181992337165,0.6299347000749711,0.6190181992337165,0.6185262705752905,"R, G, B, G/Bratio",Gabungan Fitur,4
rgb_G/Bratio,AdaBoost DT,0.6643518518518519,0.6703675065123567,0.6643518518518519,0.6631559610099972,0.6176293103448276,0.628809675229016,0.6176293103448276,0.6171081610646449,"r, g, b, G/Bratio",Gabungan Fitur,4
